,Datetime,Close,High,Low,Open,Volume,200EMA,Price_200EMA_diff,ADX,Short_MA,Long_MA,MA_CO_signal
203,2024-02-15 14:30:00+00:00,73.06999969482422,73.9749984741211,72.4000015258789,73.86900329589844,14569301,61.628276833430625,0.15658577951525635,20.39877281191589,72.76124954223633,71.09658981323243,0
204,2024-02-15 15:30:00+00:00,73.12100219726562,73.4990005493164,72.70999908447266,73.0719985961914,6583038,61.74263230968769,0.15561014682049076,18.996612590334014,72.73777885437012,71.20034622192382,0
205,2024-02-15 16:30:00+00:00,73.1469955444336,73.26399993896484,72.71099853515625,73.11799621582031,4030155,61.856108560779695,0.15435886190014708,17.694606807897713,72.75852851867675,71.30401031494141,0
206,2024-02-15 17:30:00+00:00,73.30400085449219,73.375,73.04541015625,73.15399932861328,3375388,61.97001793683654,0.15461615717474284,16.5083013941194,72.81595191955566,71.43324630737305,0
207,2024-02-15 18:30:00+00:00,73.20899963378906,73.32899475097656,72.8604965209961,73.31400299072266,3694241,62.08184860048782,0.1519915732896532,15.482362331354603,72.84940185546876,71.55877227783203,0
208,2024-02-15 19:30:00+00:00,72.8530044555664,73.28300476074219,72.65999603271484,73.21006774902344,4022249,62.18902428063785,0.14637666976977723,14.781229893013588,72.87745208740235,71.66521240234376,0
209,2024-02-15 20:30:00+00:00,72.65699768066406,72.93699645996094,72.572998046875,72.85900115966797,3272555,62.293183219941604,0.14264027955397532,14.241608207917778,72.88905181884766,71.75525207519532,0
210,2024-02-16 14:30:00+00:00,73.23600006103516,74.4020004272461,72.50399780273438,74.0999984741211,16443451,62.40206696960423,0.14793179696326791,14.475190543916089,72.89635162353515,71.85559204101563,0
211,2024-02-16 15:30:00+00:00,73.84000396728516,74.01799774169922,72.80863952636719,73.23600006103516,6768419,62.51587728798911,0.1533603205697714,14.692088412648237,72.97035179138183,71.94683212280273,0
212,2024-02-16 16:30:00+00:00,73.90399932861328,74.13700103759766,73.69650268554688,73.86699676513672,4572035,62.629191935159504,0.15256017936621366,15.018831613403497,73.04890174865723,72.04785202026368,0
213,2024-02-16 17:30:00+00:00,73.26950073242188,73.94999694824219,73.04106140136719,73.91099548339844,4219312,62.73506565453525,0.14377653692984865,14.367765793542741,73.1075267791748,72.13012512207031,0
214,2024-02-16 18:30:00+00:00,73.78788757324219,74.09500122070312,73.24900817871094,73.26899719238281,4926030,62.84504398208457,0.14830135339347808,13.937950372971713,73.21614265441895,72.21681289672851,0
215,2024-02-16 19:30:00+00:00,73.35600280761719,73.92900085449219,73.01699829101562,73.79600524902344,4940793,62.949630637065,0.14186122160777828,13.206985487093299,73.27444267272949,72.29591293334961,0
216,2024-02-16 20:30:00+00:00,72.60050201416016,73.39204406738281,72.5009994506836,73.35200500488281,4978004,63.04565920798137,0.1316084949979435,12.688915211879486,73.19896774291992,72.34440322875976,0
217,2024-02-20 14:30:00+00:00,68.3655014038086,71.90599822998047,68.21099853515625,71.5999984741211,24581853,63.098592961173686,0.07704044195515096,15.262383733461059,72.99124565124512,72.30939331054688,0
218,2024-02-20 15:30:00+00:00,68.64299774169922,69.19908905029297,67.90900421142578,68.36250305175781,10541057,63.153761167945085,0.0799679028356236,17.774095320212783,72.78006286621094,72.28517333984375,0
219,2024-02-20 16:30:00+00:00,68.30000305175781,68.63899993896484,67.73400115966797,68.61901092529297,7651911,63.2049675548487,0.07459788095540917,20.17853549470464,72.55046310424805,72.24380737304688,0
220,2024-02-20 17:30:00+00:00,68.27650451660156,68.45899963378906,67.86000061035156,68.30574798583984,5561737,63.255430609194505,0.07354028948840188,22.411229864808604,72.3096824645996,72.20403549194336,0
221,2024-02-20 18:30:00+00:00,68.63325500488281,68.87299346923828,67.947998046875,68.28700256347656,5552768,63.30894129969887,0.07757629599244782,23.911870392785872,72.07140769958497,72.16788070678712,0
222,2024-02-20 19:30:00+00:00,69.18560028076172,69.5989990234375,68.55400085449219,68.62214660644531,7421142,63.36741551841592,0.08409531374643071,24.374291724069423,71.83793792724609,72.15235275268554,0
223,2024-02-20 20:30:00+00:00,69.45700073242188,69.54199981689453,68.94599914550781,69.19300079345703,5456405,63.42800840611747,0.08680179481879251,24.803682948306363,71.65728797912598,72.14349273681641,0
224,2024-02-21 14:30:00+00:00,67.91200256347656,68.88800048828125,67.70001220703125,68.0,13298661,63.47262526340463,0.06536955372391644,25.96410273622025,71.39683799743652,72.10893280029296,-1
225,2024-02-21 15:30:00+00:00,68.07099914550781,68.33499908447266,67.76599884033203,67.91200256347656,5318878,63.51838022740566,0.066880447991817,27.041635370558495,71.14303817749024,72.0480128479004,-1
226,2024-02-21 16:30:00+00:00,67.13029479980469,68.20800018310547,66.61299896240234,68.08100128173828,7946663,63.55431967588724,0.05326917056720342,28.636707046813385,70.83435287475587,71.96192886352539,-1
227,2024-02-21 17:30:00+00:00,67.01100158691406,67.4229965209961,66.86949920654297,67.125,5478248,63.58871452077308,0.05107052551217631,30.117845001248746,70.5244529724121,71.8694189453125,-1
228,2024-02-21 18:30:00+00:00,66.82050323486328,67.49500274658203,66.7239990234375,66.98787689208984,5470657,63.62087162240582,0.047883979580507954,31.56639819884526,70.22282791137695,71.77041900634765,-1
229,2024-02-21 19:30:00+00:00,66.86949920654297,67.01699829101562,66.24800109863281,66.82177734375,8104741,63.6531962749843,0.04809820575482881,33.14736683690594,69.9334529876709,71.66868927001953,-1
230,2024-02-21 20:30:00+00:00,67.49500274658203,67.5999984741211,66.82000732421875,66.88499450683594,7182953,63.69142320504996,0.056353498581414425,33.72914805536371,69.64640312194824,71.57990921020507,-1
231,2024-02-22 14:30:00+00:00,77.74949645996094,78.08499908447266,74.22000122070312,74.80000305175781,38795056,63.83130453096947,0.17901327420376276,34.525869089656496,69.84187774658203,71.69227920532227,-1
232,2024-02-22 15:30:00+00:00,77.64600372314453,78.08000183105469,77.15999603271484,77.76899719238281,10529171,63.96876422442395,0.17614865985232545,35.26568146807075,70.02897796630859,71.782470703125,-1
233,2024-02-22 16:30:00+00:00,77.46820068359375,78.15399932861328,77.4000015258789,77.6510009765625,7359895,64.10308697526146,0.17252386902491668,35.97220593679415,70.2389129638672,71.85087509155274,-1
234,2024-02-22 17:30:00+00:00,77.3969955444336,77.64600372314453,77.05500030517578,77.47700500488281,5508300,64.23536467246716,0.17005351150110665,36.37596253097593,70.41936836242675,71.9270066833496,-1
235,2024-02-22 18:30:00+00:00,77.90349578857422,77.92500305175781,77.2870101928711,77.39900207519531,5335014,64.37136597710504,0.1737037558390785,36.83741010797323,70.64674301147461,72.03043655395508,-1
236,2024-02-22 19:30:00+00:00,78.1729965209961,78.37699890136719,77.68599700927734,77.9000015258789,6922302,64.50869563425819,0.17479566467773663,37.40856711667934,70.92536773681641,72.15078582763672,-1
237,2024-02-22 20:30:00+00:00,78.5270004272461,78.57499694824219,78.02899932861328,78.17150115966797,6582620,64.64818125408891,0.17673945391579893,38.002826635485654,71.43344268798828,72.27052581787109,-1
238,2024-02-23 14:30:00+00:00,79.69999694824219,82.39399719238281,79.65999603271484,80.79000091552734,27888684,64.7979505644785,0.18697674974117248,39.53140536260352,71.98629264831543,72.41868576049805,-1
239,2024-02-23 15:30:00+00:00,79.12800598144531,80.05000305175781,77.56999969482422,79.70800018310547,17028128,64.94053818056771,0.17929767880419495,39.47861465807886,72.5276927947998,72.5527458190918,-1
240,2024-02-23 16:30:00+00:00,79.60786437988281,80.44400024414062,78.75499725341797,79.13200378417969,11111459,65.0864817248395,0.18241140832202649,39.541422872564446,73.09426078796386,72.68310302734375,1
241,2024-02-23 17:30:00+00:00,80.06099700927734,80.27999877929688,79.13200378417969,79.64900207519531,6394801,65.23548187692346,0.18517774804423093,39.59974478558759,73.6656478881836,72.83712295532227,1
242,2024-02-23 18:30:00+00:00,79.677001953125,80.28499603271484,79.56199645996094,80.07219696044922,5191959,65.37917859409959,0.17944730610517962,39.65550314163784,74.19021797180176,72.98400299072266,1
243,2024-02-23 19:30:00+00:00,78.8239974975586,79.99000549316406,78.6500015258789,79.69400024414062,6577690,65.51295788667132,0.16887039522830036,39.01708718843437,74.6585678100586,73.11854293823242,1
244,2024-02-23 20:30:00+00:00,78.81599426269531,79.30999755859375,78.68099975585938,78.8239974975586,5502318,65.64532640782579,0.16710653691649713,38.424272378226675,75.20376739501953,73.26255142211915,1
245,2024-02-26 14:30:00+00:00,79.82600402832031,80.64598846435547,78.50499725341797,80.0,17249471,65.78642767768146,0.17587722849884802,38.39192750611463,75.79151763916016,73.41527145385743,1
246,2024-02-26 15:30:00+00:00,79.95405578613281,79.99500274658203,79.37000274658203,79.83300018310547,6189139,65.92739910164615,0.17543396074873593,38.36189298216266,76.43270568847656,73.53215255737305,1
247,2024-02-26 16:30:00+00:00,80.10850524902344,80.28604888916016,79.6030044555664,79.95320129394531,5438356,66.06850463545089,0.17526229668033533,38.44818467938462,77.08758087158203,73.68392379760742,1
248,2024-02-26 17:30:00+00:00,79.86213684082031,80.26300048828125,79.76200103759766,80.10687255859375,3966556,66.20575470714611,0.17099945824006488,38.52831268359803,77.73966255187989,73.82383346557617,1
249,2024-02-26 18:30:00+00:00,79.51100158691406,79.96900177001953,79.13999938964844,79.86299896240234,5299396,66.33814522336272,0.16567337979200275,38.004164602400444,78.37173767089844,73.95621353149414,1
250,2024-02-26 19:30:00+00:00,79.17999267578125,79.67500305175781,78.79499816894531,79.5029296875,5862487,66.4659248000037,0.1605717233119471,37.19302407171091,78.9559871673584,74.07797103881836,1
251,2024-02-26 20:30:00+00:00,79.09110260009766,79.38600158691406,79.04899597167969,79.1669692993164,3933486,66.59154845970615,0.15803995303481932,36.43982215298923,79.02306747436523,74.1918180847168,1
252,2024-02-27 14:30:00+00:00,78.61900329589844,79.44000244140625,77.16200256347656,79.19999694824219,14829604,66.71122462723045,0.1514618370809239,34.11144028174493,79.07171745300293,74.28709823608398,1
253,2024-02-27 15:30:00+00:00,78.61000061035156,78.99500274658203,78.41400146484375,78.6030044555664,4302284,66.82962040815704,0.14985854357878292,31.94937140782043,79.12880744934083,74.39789825439453,1
254,2024-02-27 16:30:00+00:00,79.1729965209961,79.29899597167969,78.55500030517578,78.60800170898438,4711625,66.95244007097136,0.15435258215575975,30.165294913242004,79.21760749816895,74.51893814086914,1
255,2024-02-27 17:30:00+00:00,79.16768646240234,79.47999572753906,78.71599578857422,79.19200134277344,4143598,67.0739848111846,0.15276057936796197,28.64449912930067,79.28081703186035,74.63935195922852,1
256,2024-02-27 18:30:00+00:00,79.12200927734375,79.28398895263672,78.9520034790039,79.16929626464844,3397370,67.1938656516439,0.15075632854429316,27.232331619048743,79.32826766967773,74.75571212768554,1
257,2024-02-27 19:30:00+00:00,79.1030044555664,79.25,78.83900451660156,79.14299774169922,3122546,67.31236454521527,0.14905426148477266,25.80759853059689,79.35706787109375,74.8735922241211,1
258,2024-02-27 20:30:00+00:00,78.69999694824219,79.11698913574219,78.69999694824219,79.1030044555664,2567724,67.42567432036978,0.1432569639778649,24.339353766696654,79.30706787109375,74.9905320739746,0
259,2024-02-28 14:30:00+00:00,77.33599853515625,78.15999603271484,77.22200012207031,77.62000274658203,12455975,67.52428451156169,0.12687123990691404,23.566559065034795,79.2174674987793,75.08411209106445,0
260,2024-02-28 15:30:00+00:00,78.22894287109375,78.3270034790039,77.125,77.3386001586914,6079478,67.63079852508938,0.1354760010430932,22.67671527952396,79.14852142333984,75.18397094726562,0
261,2024-02-28 16:30:00+00:00,78.4020004272461,78.93299865722656,78.21900939941406,78.24600219726562,5355832,67.7379746634193,0.13601726621405008,21.242133416652972,79.06557159423828,75.27521087646484,0
262,2024-02-28 17:30:00+00:00,78.4155044555664,78.46900177001953,78.10099792480469,78.40620422363281,3233076,67.8442187409531,0.13481116761294898,20.020093141688562,79.00249671936035,75.3654409790039,0
263,2024-02-28 18:30:00+00:00,78.19000244140625,78.54299926757812,78.15399932861328,78.4229965209961,2584919,67.94716186235065,0.13099936384746041,18.80672093444057,78.97079696655274,75.4638510131836,0
