,Datetime,Close,High,Low,Open,Volume
0,2024-01-04 14:30:00+00:00,47.95499801635742,48.064002990722656,47.507999420166016,47.76700210571289,8061891
1,2024-01-04 15:30:00+00:00,48.305660247802734,48.4010009765625,47.94499969482422,47.94702911376953,5778816
2,2024-01-04 16:30:00+00:00,48.26900100708008,48.5,48.21500015258789,48.303009033203125,4061918
3,2024-01-04 17:30:00+00:00,48.279998779296875,48.28900146484375,48.053001403808594,48.268836975097656,2479489
4,2024-01-04 18:30:00+00:00,48.14400100708008,48.39200210571289,48.12300109863281,48.28099822998047,2472828
5,2024-01-04 19:30:00+00:00,48.19586944580078,48.35499954223633,48.0890007019043,48.14400100708008,2671030
6,2024-01-04 20:30:00+00:00,47.99399948120117,48.26000213623047,47.97999954223633,48.189998626708984,2878447
7,2024-01-05 14:30:00+00:00,48.95199966430664,48.96487045288086,48.306007385253906,48.461997985839844,10170620
8,2024-01-05 15:30:00+00:00,49.38750076293945,49.547000885009766,48.907997131347656,48.95100021362305,8336264
9,2024-01-05 16:30:00+00:00,49.04125213623047,49.4379997253418,48.987998962402344,49.38999938964844,5043687
10,2024-01-05 17:30:00+00:00,49.15599822998047,49.24500274658203,48.970008850097656,49.037010192871094,4164076
11,2024-01-05 18:30:00+00:00,49.209938049316406,49.349998474121094,49.14500045776367,49.15132141113281,3000157
12,2024-01-05 19:30:00+00:00,48.868499755859375,49.26198959350586,48.78302001953125,49.202999114990234,4554575
13,2024-01-05 20:30:00+00:00,49.09000015258789,49.10300064086914,48.80500030517578,48.86199951171875,3473997
14,2024-01-08 14:30:00+00:00,51.32600021362305,51.5150032043457,49.479000091552734,49.512001037597656,22741308
15,2024-01-08 15:30:00+00:00,51.28200149536133,51.572998046875,51.0620002746582,51.327003479003906,8335157
16,2024-01-08 16:30:00+00:00,51.18626022338867,51.5469970703125,51.15700149536133,51.28685760498047,6400994
17,2024-01-08 17:30:00+00:00,51.512001037597656,51.53200149536133,51.10300064086914,51.1870002746582,4393512
